run	time	firm	entrant	price	output	mcosts	profits	rule	N	K	firms	theta	global	rule_pram
1	15	20	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	16	1	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	16	2	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	16	3	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	16	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	16	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	16	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	16	7	1	0.610	0.145	0.465	0.021	0.00	20	10	20	0.85	0.208	0.600
1	16	8	0	0.000	0.000	0.684	0.000	1.00	20	10	20	0.85	0.208	0.600
1	16	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	16	10	0	0.000	0.000	0.767	0.000	1.00	20	10	20	0.85	0.208	0.600
1	16	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	16	12	0	0.000	0.000	0.694	0.000	0.00	20	10	20	0.85	0.208	0.600
1	16	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	16	14	1	0.610	0.087	0.523	0.008	0.00	20	10	20	0.85	0.208	0.600
1	16	15	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	16	16	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	16	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	16	18	1	0.610	0.159	0.451	0.025	0.00	20	10	20	0.85	0.208	0.600
1	16	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	16	20	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	17	1	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	17	2	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	17	3	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	17	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	17	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	17	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	17	7	1	0.610	0.145	0.465	0.021	0.00	20	10	20	0.85	0.208	0.600
1	17	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	17	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	17	10	0	0.000	0.000	0.767	0.000	1.00	20	10	20	0.85	0.208	0.600
1	17	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	17	12	0	0.000	0.000	0.694	0.000	0.00	20	10	20	0.85	0.208	0.600
1	17	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	17	14	1	0.610	0.087	0.523	0.008	0.00	20	10	20	0.85	0.208	0.600
1	17	15	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	17	16	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	17	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	17	18	1	0.610	0.159	0.451	0.025	0.00	20	10	20	0.85	0.208	0.600
1	17	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	17	20	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	18	1	0	0.000	0.000	0.776	0.000	0.00	20	10	20	0.85	0.208	0.600
1	18	2	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	18	3	0	0.000	0.000	0.673	0.000	1.00	20	10	20	0.85	0.208	0.600
1	18	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	18	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	18	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	18	7	1	0.610	0.145	0.465	0.021	0.00	20	10	20	0.85	0.208	0.600
1	18	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	18	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	18	10	0	0.000	0.000	0.767	0.000	1.00	20	10	20	0.85	0.208	0.600
1	18	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	18	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	18	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	18	14	1	0.610	0.087	0.523	0.008	0.00	20	10	20	0.85	0.208	0.600
1	18	15	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	18	16	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	18	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	18	18	1	0.610	0.159	0.451	0.025	0.00	20	10	20	0.85	0.208	0.600
1	18	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	18	20	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	19	1	0	0.000	0.000	0.698	0.000	0.00	20	10	20	0.85	0.208	0.600
1	19	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
1	19	3	0	0.000	0.000	0.673	0.000	1.00	20	10	20	0.85	0.208	0.600
1	19	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	19	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	19	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	19	7	1	0.610	0.145	0.465	0.021	0.00	20	10	20	0.85	0.208	0.600
1	19	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	19	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	19	10	0	0.000	0.000	0.767	0.000	1.00	20	10	20	0.85	0.208	0.600
1	19	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	19	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	19	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	19	14	1	0.610	0.087	0.523	0.008	0.00	20	10	20	0.85	0.208	0.600
1	19	15	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	19	16	0	0.000	0.000	0.729	0.000	0.00	20	10	20	0.85	0.208	0.600
1	19	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	19	18	1	0.610	0.159	0.451	0.025	0.00	20	10	20	0.85	0.208	0.600
1	19	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	19	20	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	20	1	0	0.000	0.000	0.698	0.000	0.00	20	10	20	0.85	0.208	0.600
1	20	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
1	20	3	0	0.000	0.000	0.673	0.000	1.00	20	10	20	0.85	0.208	0.600
1	20	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	20	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	20	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	20	7	1	0.610	0.145	0.465	0.021	0.00	20	10	20	0.85	0.208	0.600
1	20	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	20	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	20	10	0	0.000	0.000	0.704	0.000	1.00	20	10	20	0.85	0.208	0.600
1	20	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	20	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	20	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	20	14	1	0.610	0.087	0.523	0.008	0.00	20	10	20	0.85	0.208	0.600
1	20	15	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	20	16	0	0.000	0.000	0.729	0.000	0.00	20	10	20	0.85	0.208	0.600
1	20	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	20	18	1	0.610	0.159	0.451	0.025	0.00	20	10	20	0.85	0.208	0.600
1	20	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	20	20	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	21	1	0	0.000	0.000	0.698	0.000	0.00	20	10	20	0.85	0.208	0.600
1	21	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
1	21	3	0	0.000	0.000	0.673	0.000	1.00	20	10	20	0.85	0.208	0.600
1	21	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	21	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	21	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	21	7	1	0.572	0.107	0.465	0.011	0.00	20	10	20	0.85	0.208	0.600
1	21	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	21	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	21	10	1	0.572	0.152	0.420	0.023	1.00	20	10	20	0.85	0.208	0.600
1	21	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	21	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	21	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	21	14	1	0.572	0.049	0.523	0.002	0.00	20	10	20	0.85	0.208	0.600
1	21	15	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	21	16	0	0.000	0.000	0.729	0.000	0.00	20	10	20	0.85	0.208	0.600
1	21	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	21	18	1	0.572	0.121	0.451	0.015	0.00	20	10	20	0.85	0.208	0.600
1	21	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	21	20	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	22	1	0	0.000	0.000	0.698	0.000	0.00	20	10	20	0.85	0.208	0.600
1	22	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
1	22	3	0	0.000	0.000	0.685	0.000	1.00	20	10	20	0.85	0.208	0.600
1	22	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	22	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	22	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	22	7	1	0.572	0.107	0.465	0.011	0.00	20	10	20	0.85	0.208	0.600
1	22	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	22	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	22	10	1	0.572	0.152	0.420	0.023	1.00	20	10	20	0.85	0.208	0.600
1	22	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	22	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	22	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	22	14	1	0.572	0.049	0.523	0.002	0.00	20	10	20	0.85	0.208	0.600
1	22	15	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	22	16	0	0.000	0.000	0.712	0.000	0.00	20	10	20	0.85	0.208	0.600
1	22	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	22	18	1	0.572	0.121	0.451	0.015	0.00	20	10	20	0.85	0.208	0.600
1	22	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	22	20	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	23	1	0	0.000	0.000	0.698	0.000	0.00	20	10	20	0.85	0.208	0.600
1	23	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
1	23	3	0	0.000	0.000	0.685	0.000	1.00	20	10	20	0.85	0.208	0.600
1	23	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	23	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	23	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	23	7	1	0.572	0.107	0.465	0.011	0.00	20	10	20	0.85	0.208	0.600
1	23	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	23	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	23	10	1	0.572	0.152	0.420	0.023	1.00	20	10	20	0.85	0.208	0.600
1	23	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	23	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	23	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	23	14	1	0.572	0.049	0.523	0.002	0.00	20	10	20	0.85	0.208	0.600
1	23	15	0	0.000	0.000	0.667	0.000	0.00	20	10	20	0.85	0.208	0.600
1	23	16	0	0.000	0.000	0.712	0.000	0.00	20	10	20	0.85	0.208	0.600
1	23	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	23	18	1	0.572	0.121	0.451	0.015	0.00	20	10	20	0.85	0.208	0.600
1	23	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	23	20	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	24	1	0	0.000	0.000	0.698	0.000	0.00	20	10	20	0.85	0.208	0.600
1	24	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
1	24	3	0	0.000	0.000	0.685	0.000	1.00	20	10	20	0.85	0.208	0.600
1	24	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	24	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	24	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	24	7	1	0.572	0.107	0.465	0.011	0.00	20	10	20	0.85	0.208	0.600
1	24	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	24	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	24	10	1	0.572	0.152	0.420	0.023	1.00	20	10	20	0.85	0.208	0.600
1	24	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	24	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	24	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	24	14	1	0.572	0.049	0.523	0.002	0.00	20	10	20	0.85	0.208	0.600
1	24	15	0	0.000	0.000	0.667	0.000	0.00	20	10	20	0.85	0.208	0.600
1	24	16	0	0.000	0.000	0.712	0.000	0.00	20	10	20	0.85	0.208	0.600
1	24	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	24	18	1	0.572	0.121	0.451	0.015	0.00	20	10	20	0.85	0.208	0.600
1	24	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	24	20	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	25	1	0	0.000	0.000	0.698	0.000	0.00	20	10	20	0.85	0.208	0.600
1	25	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
1	25	3	0	0.000	0.000	0.685	0.000	1.00	20	10	20	0.85	0.208	0.600
1	25	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	25	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	25	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	25	7	1	0.572	0.107	0.465	0.011	0.00	20	10	20	0.85	0.208	0.600
1	25	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	25	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	25	10	1	0.572	0.152	0.420	0.023	1.00	20	10	20	0.85	0.208	0.600
1	25	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	25	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	25	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	25	14	1	0.572	0.049	0.523	0.002	0.00	20	10	20	0.85	0.208	0.600
1	25	15	0	0.000	0.000	0.667	0.000	0.00	20	10	20	0.85	0.208	0.600
1	25	16	0	0.000	0.000	0.712	0.000	0.00	20	10	20	0.85	0.208	0.600
1	25	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	25	18	1	0.572	0.121	0.451	0.015	0.00	20	10	20	0.85	0.208	0.600
1	25	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	25	20	0	0.000	0.000	0.667	0.000	1.00	20	10	20	0.85	0.208	0.600
1	26	1	0	0.000	0.000	0.713	0.000	0.00	20	10	20	0.85	0.208	0.600
1	26	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
1	26	3	0	0.000	0.000	0.673	0.000	1.00	20	10	20	0.85	0.208	0.600
1	26	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	26	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	26	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	26	7	1	0.572	0.107	0.465	0.011	0.00	20	10	20	0.85	0.208	0.600
1	26	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	26	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	26	10	1	0.572	0.152	0.420	0.023	1.00	20	10	20	0.85	0.208	0.600
1	26	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	26	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	26	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	26	14	1	0.572	0.049	0.523	0.002	0.00	20	10	20	0.85	0.208	0.600
1	26	15	0	0.000	0.000	0.667	0.000	0.00	20	10	20	0.85	0.208	0.600
1	26	16	0	0.000	0.000	0.712	0.000	0.00	20	10	20	0.85	0.208	0.600
1	26	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	26	18	1	0.572	0.121	0.451	0.015	0.00	20	10	20	0.85	0.208	0.600
1	26	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	26	20	0	0.000	0.000	0.667	0.000	1.00	20	10	20	0.85	0.208	0.600
1	27	1	0	0.000	0.000	0.713	0.000	0.00	20	10	20	0.85	0.208	0.600
1	27	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
1	27	3	0	0.000	0.000	0.673	0.000	1.00	20	10	20	0.85	0.208	0.600
1	27	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	27	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	27	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	27	7	1	0.572	0.107	0.465	0.011	0.00	20	10	20	0.85	0.208	0.600
1	27	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	27	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	27	10	1	0.572	0.152	0.420	0.023	1.00	20	10	20	0.85	0.208	0.600
1	27	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	27	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	27	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	27	14	1	0.572	0.049	0.523	0.002	0.00	20	10	20	0.85	0.208	0.600
1	27	15	0	0.000	0.000	0.667	0.000	0.00	20	10	20	0.85	0.208	0.600
1	27	16	0	0.000	0.000	0.712	0.000	0.00	20	10	20	0.85	0.208	0.600
1	27	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	27	18	1	0.572	0.121	0.451	0.015	0.00	20	10	20	0.85	0.208	0.600
1	27	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	27	20	0	0.000	0.000	0.667	0.000	1.00	20	10	20	0.85	0.208	0.600
1	28	1	0	0.000	0.000	0.713	0.000	0.00	20	10	20	0.85	0.208	0.600
1	28	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
1	28	3	0	0.000	0.000	0.673	0.000	1.00	20	10	20	0.85	0.208	0.600
1	28	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	28	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	28	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	28	7	1	0.572	0.107	0.465	0.011	0.00	20	10	20	0.85	0.208	0.600
1	28	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	28	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	28	10	1	0.572	0.152	0.420	0.023	1.00	20	10	20	0.85	0.208	0.600
1	28	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	28	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	28	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	28	14	1	0.572	0.049	0.523	0.002	0.00	20	10	20	0.85	0.208	0.600
1	28	15	0	0.000	0.000	0.667	0.000	0.00	20	10	20	0.85	0.208	0.600
1	28	16	0	0.000	0.000	0.712	0.000	0.00	20	10	20	0.85	0.208	0.600
1	28	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	28	18	1	0.572	0.121	0.451	0.015	0.00	20	10	20	0.85	0.208	0.600
1	28	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	28	20	0	0.000	0.000	0.667	0.000	1.00	20	10	20	0.85	0.208	0.600
1	29	1	0	0.000	0.000	0.713	0.000	0.00	20	10	20	0.85	0.208	0.600
1	29	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
1	29	3	0	0.000	0.000	0.708	0.000	1.00	20	10	20	0.85	0.208	0.600
1	29	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	29	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	29	6	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	29	7	1	0.572	0.107	0.465	0.011	0.00	20	10	20	0.85	0.208	0.600
1	29	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	29	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	29	10	1	0.572	0.152	0.420	0.023	1.00	20	10	20	0.85	0.208	0.600
1	29	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	29	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	29	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	29	14	1	0.572	0.049	0.523	0.002	0.00	20	10	20	0.85	0.208	0.600
1	29	15	0	0.000	0.000	0.667	0.000	0.00	20	10	20	0.85	0.208	0.600
1	29	16	0	0.000	0.000	0.712	0.000	0.00	20	10	20	0.85	0.208	0.600
1	29	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	29	18	1	0.572	0.121	0.451	0.015	0.00	20	10	20	0.85	0.208	0.600
1	29	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	29	20	0	0.000	0.000	0.667	0.000	1.00	20	10	20	0.85	0.208	0.600
1	30	1	0	0.000	0.000	0.713	0.000	0.00	20	10	20	0.85	0.208	0.600
1	30	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
1	30	3	0	0.000	0.000	0.708	0.000	1.00	20	10	20	0.85	0.208	0.600
1	30	4	0	0.000	0.000	0.741	0.000	0.00	20	10	20	0.85	0.208	0.600
1	30	5	0	0.000	0.000	0.661	0.000	0.00	20	10	20	0.85	0.208	0.600
1	30	6	0	0.000	0.000	0.655	0.000	0.00	20	10	20	0.85	0.208	0.600
1	30	7	1	0.572	0.107	0.465	0.011	0.00	20	10	20	0.85	0.208	0.600
1	30	8	0	0.000	0.000	0.671	0.000	1.00	20	10	20	0.85	0.208	0.600
1	30	9	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	30	10	1	0.572	0.152	0.420	0.023	1.00	20	10	20	0.85	0.208	0.600
1	30	11	0	0.000	0.000	0.000	0.000	0.00	20	10	20	0.85	0.208	0.600
1	30	12	0	0.000	0.000	0.656	0.000	0.00	20	10	20	0.85	0.208	0.600
1	30	13	0	0.000	0.000	0.714	0.000	0.00	20	10	20	0.85	0.208	0.600
1	30	14	1	0.572	0.049	0.523	0.002	0.00	20	10	20	0.85	0.208	0.600
1	30	15	0	0.000	0.000	0.667	0.000	0.00	20	10	20	0.85	0.208	0.600
1	30	16	0	0.000	0.000	0.712	0.000	0.00	20	10	20	0.85	0.208	0.600
1	30	17	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	30	18	1	0.572	0.121	0.451	0.015	0.00	20	10	20	0.85	0.208	0.600
1	30	19	0	0.000	0.000	0.000	0.000	1.00	20	10	20	0.85	0.208	0.600
1	30	20	0	0.000	0.000	0.667	0.000	1.00	20	10	20	0.85	0.208	0.600
1	31	1	0	0.000	0.000	0.713	0.000	0.00	20	10	20	0.85	0.208	0.600
1	31	2	0	0.000	0.000	0.723	0.000	0.00	20	10	20	0.85	0.208	0.600
